work_key,author,title,group,code
2|hawthorne-nathaniel|sarlatove-pismeno,"HAWTHORNE, Nathaniel","Šarlatové písmeno",forma,
2|hoffmann-e-t-a|dabluv-elixir,"HOFFMANN, E. T. A.","Ďáblův elixír",forma,
2|hugo-victor|chram-matky-bozi-v-parizi,"HUGO, Victor","Chrám Matky Boží v Paříži",forma,
2|hugo-victor|bidnici,"HUGO, Victor",Bídníci,forma,
2|huysmans-joris-karl|naruby,"HUYSMANS, Joris Karl",Naruby,forma,
2|ibsen-henrik|nora,"IBSEN, Henrik",Nora,forma,
2|ibsen-henrik|divoka-kachna,"IBSEN, Henrik","Divoká kachna",forma,
2|lermontov-michail-jurjevic|hrdina-nasi-doby,"LERMONTOV, Michail Jurjevič","Hrdina naší doby",forma,
2|lermontov-michail-jurjevic|demon,"LERMONTOV, Michail Jurjevič",Démon,forma,
2|maupassant-guy-de|milacek,"MAUPASSANT, Guy de",Miláček,forma,
2|maupassant-guy-de|dabel-a-jine-povidky,"MAUPASSANT, Guy de","Ďábel a jiné povídky",forma,
2|melville-herman|bila-velryba,"MELVILLE, Herman","Bílá velryba",forma,
2|nietzsche-friedrich|tak-pravil-zarathustra,"NIETZSCHE, Friedrich","Tak pravil Zarathustra",forma,
2|puskin-alexandr-sergejevic|medeny-jezdec,"PUŠKIN, Alexandr Sergejevič","Měděný jezdec",forma,
2|rimbaud-arthur|sezona-v-pekle-iluminace-dopisy-vidouciho,"RIMBAUD, Arthur","Sezóna v pekle + Iluminace + Dopisy vidoucího",forma,
2|shelley-percy-bysshe|odpoutany-prometheus,"SHELLEY, Percy Bysshe","Odpoutaný Prométheus",forma,
2|shelleyova-mary|frankenstein,"SHELLEYOVÁ, Mary",Frankenstein,forma,
2|stendhal|cerveny-a-cerny,STENDHAL,"Červený a černý",forma,
2|stoker-bram|dracula,"STOKER, Bram",Dracula,forma,
2|tolstoj-lev-nikolajevic|anna-karenina,"TOLSTOJ, Lev Nikolajevič","Anna Karenina",forma,
2|verlaine-paul|slova-na-strunach,"VERLAINE, Paul","Slova na strunách",forma,
2|whitman-walt|stebla-travy,"WHITMAN, Walt","Stébla trávy",forma,
2|wilde-oscar|obraz-doriana-graye,"WILDE, Oscar","Obraz Doriana Graye",forma,
2|zola-emile|zabijak,"ZOLA, Émile",Zabiják,forma,
3|arbes-jakub|romaneta,"ARBES, Jakub",Romaneta,forma,
3|capek-chod-karel-matej|kaspar-len-mstitel,"ČAPEK CHOD, Karel Matěj","Kašpar Lén mstitel",forma,
3|havlicek-borovsky-karel|velke-satiry,"HAVLÍČEK BOROVSKÝ, Karel","Velké satiry",forma,
3|hlavacek-karel|hral-kdosi-na-hoboj-ed-bohumil-svozil-1979-jirasek-alois-temno,"HLAVÁČEK, Karel","Hrál kdosi na hoboj (ed. Bohumil Svozil, 1979) JIRÁSEK, Alois: Temno",forma,
3|karasek-ze-lvovic-jiri|goticka-duse,"KARÁSEK ZE LVOVIC, Jiří","Gotická duše",forma,
3|klostermann-karel|vanice-povidkovy-soubor-snklhu-1955-kollar-jan-slavy-dcera,"KLOSTERMANN, Karel","Vánice (povídkový soubor, SNKLHU 1955) KOLLÁR, Ján: Slávy dcera",forma,
3|macha-karel-hynek|maj,"MÁCHA, Karel Hynek",Máj,forma,
3|macha-karel-hynek|pout-krkonosska-vecer-na-bezdezu,"MÁCHA, Karel Hynek","Pouť krkonošská + Večer na Bezdězu",forma,
